Key;NIBE Default;Intervall;Disabled;Device;Subdevice;Enum;Writeable;Comment;Relevant;Titel;Re­gister­typ;Re­gister;Divi­sions­faktor;Ein­heit;Vari­ablen­größe;Mindest­wert;Höchst­wert;Stan­dard­wert
i00311;;;;;;;;;no;Status (OPT);MODBUS_INPUT_REGISTER;311;1;;u8;0;0;0
i00312;;;;;;;;;no;Version (OPT);MODBUS_INPUT_REGISTER;312;1;;u16;0;0;0
i00313;;;;;;;;;no;OPT Relais, Modulation Niveau;MODBUS_INPUT_REGISTER;313;10;%;s16;0;0;0
i00315;;;;;;;;;no;OPT Betriebszeit;MODBUS_INPUT_REGISTER;315;1;h;u16;0;0;0
i00317;;;;VVM;SYS;;;sollwert =1;yes;Verfügbare Verdichter Heizung;MODBUS_INPUT_REGISTER;317;1;;u8;0;0;0
i00318;;;;VVM;SYS;;;sollwert =1;yes;Verfügbare Verdichter Brauchwasser;MODBUS_INPUT_REGISTER;318;1;;u8;0;0;0
i00319;;;;;;;;;no;Verfügbare Verdichter Pool 1;MODBUS_INPUT_REGISTER;319;1;;u8;0;0;0
i00321;;;;;;;;;no;Verfügbare Verdichter Kühlung;MODBUS_INPUT_REGISTER;321;1;;u8;0;0;0
i00337;;;;;;;;;no;Vorlauftemperatur (BT64);MODBUS_INPUT_REGISTER;337;10;°C;s16;0;0;0
i00338;;;;;;;;;?;Wärmepumpe Funktionalität 2;MODBUS_INPUT_REGISTER;338;1;;u32;0;0;0
i00344;;;;;;;;;no;Status (S135);MODBUS_INPUT_REGISTER;344;1;;u8;0;0;0
i00345;;;;;;;;;no;Status Bedarf Pumpendrehzahl (S135);MODBUS_INPUT_REGISTER;345;1;;u8;0;0;0
i00346;;;;;;;;;no;Status Bedarf Ventilatordrehzahl (S135);MODBUS_INPUT_REGISTER;346;1;;u8;0;0;0
i00347;;;;;;;;;no;Status Zylinderspule (S135);MODBUS_INPUT_REGISTER;347;1;;u8;0;0;0
i00348;;;;;;;;;no;Status Verdichter Erwärmer (S135);MODBUS_INPUT_REGISTER;348;1;;u8;0;0;0
i00350;;;;;;;;;no;Status Verdichter Bedarf (S135);MODBUS_INPUT_REGISTER;350;1;;u8;0;0;0
i00358;;;;;;;;;no;Blockierung (ERS 1);MODBUS_INPUT_REGISTER;358;1;;u8;0;0;0
i00359;;;;;;;;;no;AZ30-EB17;MODBUS_INPUT_REGISTER;359;1;;u8;0;0;0
i00360;;;;;;;;;no;Vorlauf (S135-BT12);MODBUS_INPUT_REGISTER;360;10;°C;s16;0;0;0
i00361;;;;;;;;;no;Rücklauf (S135-BT13);MODBUS_INPUT_REGISTER;361;10;°C;s16;0;0;0
i00362;;;;;;;;;no;Verdampfer (S135-BT16);MODBUS_INPUT_REGISTER;362;10;°C;s16;0;0;0
i00363;;;;;;;;;no;Enteisungsfühler (S135-BT76);MODBUS_INPUT_REGISTER;363;10;°C;s16;0;0;0
i00364;;;;;;;;;no;Eintrittsluft (S135-BT77);MODBUS_INPUT_REGISTER;364;10;°C;s16;0;0;0
i00365;;;;;;;;;no;Alarm Nummer (S135);MODBUS_INPUT_REGISTER;365;1;;u16;0;0;0
i00366;;;;;;;;;no;Enteisung (S135);MODBUS_INPUT_REGISTER;366;1;;u8;0;0;0
i00367;;;;;;;;;no;Status Relais 5  (S135);MODBUS_INPUT_REGISTER;367;1;;u8;0;0;0
i00368;;;;;;;;;no;Status Relais 4 (S135);MODBUS_INPUT_REGISTER;368;1;;u8;0;0;0
i00369;;;;;;;;;no;Status Relais 3 (S135);MODBUS_INPUT_REGISTER;369;1;;u8;0;0;0
i00370;;;;;;;;;no;Status Relais 2 (S135);MODBUS_INPUT_REGISTER;370;1;;u8;0;0;0
i00371;;;;;;;;;no;Status Relais 1 (S135);MODBUS_INPUT_REGISTER;371;1;;u8;0;0;0
i00372;;;;;;;;;no;Status Relais 0 (S135);MODBUS_INPUT_REGISTER;372;1;;u8;0;0;0
i00373;;;;;;;;;no;Pumpendrehzahl (S135);MODBUS_INPUT_REGISTER;373;1;%;u8;0;0;0
i00374;;;;;;;;;no;Gewählte Ventilatordrehzahl;MODBUS_INPUT_REGISTER;374;1;%;u8;0;0;0
i00376;;;;;;;;;no;Version (S135);MODBUS_INPUT_REGISTER;376;1;;u16;0;0;0
i00377;;;;;;;;;no;id:803;MODBUS_INPUT_REGISTER;377;1;;u32;0;2147483647;0
i00379;;;;;;;;;no;id:804;MODBUS_INPUT_REGISTER;379;1;;u32;0;0;0
i00381;;;;;;;;;no;id:805;MODBUS_INPUT_REGISTER;381;1;;u32;0;2147483647;0
i00383;;;;;;;;;no;id:806;MODBUS_INPUT_REGISTER;383;1;;u32;0;0;0
i00392;;;;;;;;;no;Sekunden bis zur Leerzeit, Ladepumpe 1;MODBUS_INPUT_REGISTER;392;1;;u8;0;0;0
i00393;;;;;;;;;no;Sekunden bis zur Leerzeit, Ladepumpe 0;MODBUS_INPUT_REGISTER;393;1;;u8;0;0;0
i00400;;;;S2125;SYS;;;;yes;Alarmnummer von Außenluftwärmepumpe (EB101);MODBUS_INPUT_REGISTER;400;1;;u8;0;0;0
i00401;;;;S2125;VENT;;;;yes;Ventilatordrehzahl (EB101);MODBUS_INPUT_REGISTER;401;1;rpm;u16;0;0;0
i00402;;;;S2125;VENT;;;;yes;Max. Ventilatordrehzahl (EB101);MODBUS_INPUT_REGISTER;402;1;rpm;u16;0;0;0
i00403;;;;S2125;VENT;;;;yes;Min. Ventilatordrehzahl (EB101);MODBUS_INPUT_REGISTER;403;1;rpm;u16;0;0;0
i00404;;;;S2125;KWM;;;;yes;Max. Verdichterdrehzahl (EB101);MODBUS_INPUT_REGISTER;404;10;Hz;u16;0;0;0
i00405;;;;S2125;KWM;;;;yes;Min. Verdichterdrehzahl (EB101);MODBUS_INPUT_REGISTER;405;10;Hz;u16;0;0;0
i00406;;;;ENERGY;WP;;;;yes;Erzeugte Leistung Wärme (EB101);MODBUS_INPUT_REGISTER;406;10;kW;u16;0;0;0
i00407;;;;S2125;ENTEIS;;;;yes;Zeit bis Enteisung (EB101);MODBUS_INPUT_REGISTER;407;1;min;u16;0;0;0
i00408;;;;S2125;ENTEIS;;;;yes;Enteisung Index (EB101);MODBUS_INPUT_REGISTER;408;1;;u16;0;0;0
i00409;;;;S2125;KWM;;;;yes;Überhitzung Referenz EEV (EB101);MODBUS_INPUT_REGISTER;409;10;°C;s16;0;0;0
i00410;;;;S2125;KWM;;;;yes;Überhitzung EEV (EB101);MODBUS_INPUT_REGISTER;410;10;°C;s16;0;0;0
i00411;;;;S2125;KWM;;;;yes;EEV-ssh-error (EB101);MODBUS_INPUT_REGISTER;411;10;°C;s16;0;0;0
i00412;;;;S2125;KWM;;;;yes;Überhitzung Temp. Referenz EEV (EB101);MODBUS_INPUT_REGISTER;412;10;°C;s16;0;0;0
i00413;;;;S2125;KWM;;;;yes;Sollwert EEV (EB101);MODBUS_INPUT_REGISTER;413;10;°C;s16;0;0;0
i00414;;;;S2125;KWM;;;;yes;EEV PV (EB101);MODBUS_INPUT_REGISTER;414;10;°C;s16;0;0;0
i00415;;;;S2125;KWM;;;;yes;EEV-te-error durchschnittl. geöffnet (EB101);MODBUS_INPUT_REGISTER;415;10;°C;s16;0;0;0
i00416;;;;S2125;KWM;;;;yes;Öffnungsgrad EEV (EB101);MODBUS_INPUT_REGISTER;416;1;;u16;0;0;0
i00417;;;;S2125;KWM;;;;yes;Überhitzung Referenz EVI (EB101);MODBUS_INPUT_REGISTER;417;10;°C;s16;0;0;0
i00418;;;;S2125;KWM;;;;yes;Überhitzung EVI (EB101);MODBUS_INPUT_REGISTER;418;10;°C;s16;0;0;0
i00419;;;;S2125;KWM;;;;yes;EEV-ssh-error (EVI)(EB101);MODBUS_INPUT_REGISTER;419;10;°C;s16;0;0;0
i00420;;;;S2125;KWM;;;;yes;Überhitzung Temp. Referenz EVI (EB101);MODBUS_INPUT_REGISTER;420;10;°C;s16;0;0;0
i00421;;;;S2125;KWM;;;;yes;Sollwert EVI (EB101);MODBUS_INPUT_REGISTER;421;10;°C;s16;0;0;0
i00422;;;;S2125;KWM;;;;yes;EVI PV (EB101);MODBUS_INPUT_REGISTER;422;10;°C;s16;0;0;0
i00423;;;;S2125;KWM;;;;yes;EEV-te-error durchschnittl. geöffnet in (EVI)(EB101);MODBUS_INPUT_REGISTER;423;10;°C;s16;0;0;0
i00424;;;;S2125;KWM;;;;yes;Öffnungsgrad EVI (EB101);MODBUS_INPUT_REGISTER;424;1;;u16;0;0;0
i00426;;;;;;;;;no;id:859;MODBUS_INPUT_REGISTER;426;10;%RH;s16;0;0;0
i00427;;;;;;;;;no;id:861;MODBUS_INPUT_REGISTER;427;1;;u32;0;0;0
i00429;;;;;;;;;no;id:862;MODBUS_INPUT_REGISTER;429;1;;u16;0;0;0
i00550;;;;S2125;KWM;;;;yes;Niederdruck (EB101 BP8 dew);MODBUS_INPUT_REGISTER;550;10;°C;s16;0;0;0
i00551;;;;S2125;KWM;;;;yes;Hochdruck (EB101 BP9 dew);MODBUS_INPUT_REGISTER;551;10;°C;s16;0;0;0
i00552;X;;;S2125;KWM;;;;yes;Einspritzung (EB101-BT81);MODBUS_INPUT_REGISTER;552;10;°C;s16;0;0;0
i00553;;;;S2125;KWM;;;;yes;Druckgeber, Einspritzung (EB101-BP11);MODBUS_INPUT_REGISTER;553;10;;s16;0;0;0
i00554;;;;S2125;KWM;;;;yes;EVI-Druck (EB101-EP14-BP11 dew);MODBUS_INPUT_REGISTER;554;10;°C;s16;0;0;0
i00555;X;;;S2125;KWM;;;;yes;Verdampfer (EB101-BT84);MODBUS_INPUT_REGISTER;555;10;°C;s16;0;0;0
i00556;;;;S2125;VENT;;;;yes;Ventilatorstatus (EB101-EP14);MODBUS_INPUT_REGISTER;556;1;;u8;0;0;0
i00557;;;;S2125;VENT;;;;yes;Ventilator U/min (EB101-EP14);MODBUS_INPUT_REGISTER;557;1;rpm;u16;0;0;0
i00575;;;;;;;;;no;Hochtemp.alarm Kondensatoraustritt (S135);MODBUS_INPUT_REGISTER;575;1;;u16;0;0;0
i00576;;;;;;;;;no;Hochtemp.alarm Kondensatoreintritt (S135);MODBUS_INPUT_REGISTER;576;1;;u16;0;0;0
i00579;;;;;;;;;no;Betriebsmodus PV-Module;MODBUS_INPUT_REGISTER;579;1;;u8;0;0;0
i00581;;;;;;;;;no;EME Luxusmodus ohne EME;MODBUS_INPUT_REGISTER;581;1;;u8;0;0;0
i00582;;;;;;;;;no;Timer (EME);MODBUS_INPUT_REGISTER;582;60;min;u16;0;0;0
i00590;;;;;;;;;no;Ventilatormodus 4;MODBUS_INPUT_REGISTER;590;1;%;u8;0;0;0
i00591;;;;;;;;;no;Ventilatormodus 3;MODBUS_INPUT_REGISTER;591;1;%;u8;0;0;0
i00592;;;;;;;;;no;Ventilatormodus 2;MODBUS_INPUT_REGISTER;592;1;%;u8;0;0;0
i00593;;;;VVM;SYS;;;sollwert =1;yes;Ist der Verdichter verfügbar;MODBUS_INPUT_REGISTER;593;1;;u8;0;0;0
i00604;;;;;;;;;no;Vorrang Brauchwasser (OPT);MODBUS_INPUT_REGISTER;604;1;;u8;0;0;0
i00683;;;;;;;;;no;(Nicht definiert) zulassen;MODBUS_INPUT_REGISTER;683;1;;u8;0;0;0
i00684;;;;;;;;;no;(Nicht definiert) zulassen;MODBUS_INPUT_REGISTER;684;1;;u8;0;0;0
i00685;;;;;;;;;no;(Nicht definiert) zulassen;MODBUS_INPUT_REGISTER;685;1;;u8;0;0;0
i00686;;;;;;;;;no;(OPT 10) ZH zulassen;MODBUS_INPUT_REGISTER;686;1;;u8;0;0;0
i00687;;;;;;;;;no;Externe Elektroheizpatronenstufen zulassen;MODBUS_INPUT_REGISTER;687;1;;u8;0;0;0
i00688;;;;;;;;;no;Interne Elektroheizpatronenstufen zulassen;MODBUS_INPUT_REGISTER;688;1;;u8;0;0;0
i00689;;;;;;;;;no;MV-gesteuerte ZH zulassen;MODBUS_INPUT_REGISTER;689;1;;u8;0;0;0
i00690;;;;;;;;;no;Zusatzheizung mit Vorrang zulassen;MODBUS_INPUT_REGISTER;690;1;;u8;0;0;0
i00691;;;;;;;;;no;(EB108-EP15) zulassen;MODBUS_INPUT_REGISTER;691;1;;u8;0;0;0
i00692;;;;;;;;;no;(EB107-EP15) zulassen;MODBUS_INPUT_REGISTER;692;1;;u8;0;0;0
i00693;;;;;;;;;no;(EB106-EP15) zulassen;MODBUS_INPUT_REGISTER;693;1;;u8;0;0;0
i00694;;;;;;;;;no;(EB105-EP15) zulassen;MODBUS_INPUT_REGISTER;694;1;;u8;0;0;0
i00695;;;;;;;;;no;(EB104-EP15) zulassen;MODBUS_INPUT_REGISTER;695;1;;u8;0;0;0
i00696;;;;;;;;;no;(EB103-EP15) zulassen;MODBUS_INPUT_REGISTER;696;1;;u8;0;0;0
i00697;;;;;;;;;no;(EB102-EP15) zulassen;MODBUS_INPUT_REGISTER;697;1;;u8;0;0;0
i00698;;;;;;;;;?;(EB101-EP15) zulassen;MODBUS_INPUT_REGISTER;698;1;;u8;0;0;0
i00699;;;;;;;;;no;(EB100-EP15) zulassen;MODBUS_INPUT_REGISTER;699;1;;u8;0;0;0
i00700;;;;;;;;;no;(EB108-EP14) zulassen;MODBUS_INPUT_REGISTER;700;1;;u8;0;0;0
i00701;;;;;;;;;no;(EB107-EP14) zulassen;MODBUS_INPUT_REGISTER;701;1;;u8;0;0;0
i00702;;;;;;;;;no;(EB106-EP14) zulassen;MODBUS_INPUT_REGISTER;702;1;;u8;0;0;0
i00703;;;;;;;;;no;(EB105-EP14) zulassen;MODBUS_INPUT_REGISTER;703;1;;u8;0;0;0
i00704;;;;;;;;;no;(EB104-EP14) zulassen;MODBUS_INPUT_REGISTER;704;1;;u8;0;0;0
i00705;;;;;;;;;no;(EB103-EP14) zulassen;MODBUS_INPUT_REGISTER;705;1;;u8;0;0;0
i00706;;;;;;;;;no;(EB102-EP14) zulassen;MODBUS_INPUT_REGISTER;706;1;;u8;0;0;0
i00707;;;;;;;;;?;(EB101-EP14) zulassen;MODBUS_INPUT_REGISTER;707;1;;u8;0;0;0
i00708;;;;;;;;;no;(EB100-EP14) zulassen;MODBUS_INPUT_REGISTER;708;1;;u8;0;0;0
i00709;;;;;;;;;no;Smart energy source, Vorrang 7, Start GM;MODBUS_INPUT_REGISTER;709;1;;s32;0;0;0
i00711;;;;;;;;;no;Smart energy source, Vorrang 6, Start GM;MODBUS_INPUT_REGISTER;711;1;;s32;0;0;0
i00713;;;;;;;;;no;Smart energy source, Vorrang 5, Start GM;MODBUS_INPUT_REGISTER;713;1;;s32;0;0;0
i00715;;;;;;;;;no;Smart energy source, Vorrang 4, Start GM;MODBUS_INPUT_REGISTER;715;1;;s32;0;0;0
i00717;;;;;;;;;no;Smart energy source, Vorrang 3, Start GM;MODBUS_INPUT_REGISTER;717;1;;s32;0;0;0
i00719;;;;;;;;;no;Smart energy source, Vorrang 2, Start GM;MODBUS_INPUT_REGISTER;719;1;;s32;0;0;0
i00721;;;;;;;;;no;Smart energy source, Vorrang 1, Start GM;MODBUS_INPUT_REGISTER;721;1;;s32;0;0;0
i00723;;;;;;;;;no;Smart energy source, Vorrang 7, Stopp GM;MODBUS_INPUT_REGISTER;723;1;;s32;0;0;0
i00725;;;;;;;;;no;Smart energy source, Vorrang 6, Stopp GM;MODBUS_INPUT_REGISTER;725;1;;s32;0;0;0
i00727;;;;;;;;;no;Smart energy source, Vorrang 5, Stopp GM;MODBUS_INPUT_REGISTER;727;1;;s32;0;0;0
i00729;;;;;;;;;no;Smart energy source, Vorrang 4, Stopp GM;MODBUS_INPUT_REGISTER;729;1;;s32;0;0;0
i00731;;;;;;;;;no;Smart energy source, Vorrang 3, Stopp GM;MODBUS_INPUT_REGISTER;731;1;;s32;0;0;0
i00733;;;;;;;;;no;Smart energy source, Vorrang 2, Stopp GM;MODBUS_INPUT_REGISTER;733;1;;s32;0;0;0
i00735;;;;;;;;;no;Smart energy source, Vorrang 1, Stopp GM;MODBUS_INPUT_REGISTER;735;1;;s32;0;0;0
i00737;;;;;;;;;no;Smart energy source, GM kleinster Wert;MODBUS_INPUT_REGISTER;737;1;;s32;0;0;0
i00745;;;;;;;;;no;Status Externer Assistent;MODBUS_INPUT_REGISTER;745;1;;u8;0;0;0
i00746;;;;;;;;;no;Testassistent Wert;MODBUS_INPUT_REGISTER;746;1;;u16;0;0;0
i00747;;;;;;;;;?;Vorübergehender Luxus erzwingt Brauchwasserbedarf;MODBUS_INPUT_REGISTER;747;1;;u8;0;0;0
i00757;;;;;;;;;no;Smart energy source, Vorrang OPT10 für Brauchwasser;MODBUS_INPUT_REGISTER;757;1;;u8;0;0;0
i00758;;;;;;;;;no;Smart energy source, Brauchwassererzeugung durch OPT zulassen;MODBUS_INPUT_REGISTER;758;1;;u8;0;0;0
i00759;;;;;;;;;no;Holzkessel aktiviert;MODBUS_INPUT_REGISTER;759;1;;u8;0;0;0
i00767;;;;;;;;;no;Zeit bis Enteisung (EB108);MODBUS_INPUT_REGISTER;767;1;min;u16;0;0;0
i00792;;;;;;;;;no;Zeit bis Enteisung (EB107);MODBUS_INPUT_REGISTER;792;1;min;u16;0;0;0
i00817;;;;;;;;;no;Zeit bis Enteisung (EB106);MODBUS_INPUT_REGISTER;817;1;min;u16;0;0;0
i00842;;;;;;;;;no;Zeit bis Enteisung (EB105);MODBUS_INPUT_REGISTER;842;1;min;u16;0;0;0
i00867;;;;;;;;;no;Zeit bis Enteisung (EB104);MODBUS_INPUT_REGISTER;867;1;min;u16;0;0;0
i00892;;;;;;;;;no;Zeit bis Enteisung (EB103);MODBUS_INPUT_REGISTER;892;1;min;u16;0;0;0
i00917;;;;;;;;;no;Zeit bis Enteisung (EB102);MODBUS_INPUT_REGISTER;917;1;min;u16;0;0;0
i00935;;;;;;;;;no;Alarmnummer (EB100);MODBUS_INPUT_REGISTER;935;1;;u8;0;0;0
i00936;;;;;;;;;no;Ventilatordrehzahl (EB100);MODBUS_INPUT_REGISTER;936;1;rpm;u16;0;0;0
i00937;;;;;;;;;no;Max. Ventilatordrehzahl (EB100);MODBUS_INPUT_REGISTER;937;1;rpm;u16;0;0;0
i00938;;;;;;;;;no;Min. Ventilatordrehzahl (EB100);MODBUS_INPUT_REGISTER;938;1;rpm;u16;0;0;0
i00939;;;;;;;;;no;Max. Verdichterdrehzahl (EB100);MODBUS_INPUT_REGISTER;939;10;Hz;u16;0;0;0
i00940;;;;;;;;;no;Min. Verdichterdrehzahl (EB100);MODBUS_INPUT_REGISTER;940;10;Hz;u16;0;0;0
i00941;;;;;;;;;no;Erzeugte Leistung Wärme (EB100);MODBUS_INPUT_REGISTER;941;10;kW;u16;0;0;0
i00942;;;;;;;;;no;Zeit bis Enteisung (EB100);MODBUS_INPUT_REGISTER;942;1;min;u16;0;0;0
i00943;;;;;;;;;no;Enteisung Index (EB100);MODBUS_INPUT_REGISTER;943;1;;u16;0;0;0
i00944;;;;;;;;;no;Überhitzung Referenz (EEV)(EB100);MODBUS_INPUT_REGISTER;944;10;°C;s16;0;0;0
i00945;;;;;;;;;no;Überhitzung EEV (EB100);MODBUS_INPUT_REGISTER;945;10;°C;s16;0;0;0
i00946;;;;;;;;;no;EEV-ssh-error EB100);MODBUS_INPUT_REGISTER;946;10;°C;s16;0;0;0
i00947;;;;;;;;;no;Überhitzung Temp. Referenz (EEV)(EB100);MODBUS_INPUT_REGISTER;947;10;°C;s16;0;0;0
i00948;;;;;;;;;no;Sollwert EEV (EB100);MODBUS_INPUT_REGISTER;948;10;°C;s16;0;0;0
i00949;;;;;;;;;no;EEV PV (EB100);MODBUS_INPUT_REGISTER;949;10;°C;s16;0;0;0
i00950;;;;;;;;;no;EEV-te-error durchschnittl. geöffnet (EB100);MODBUS_INPUT_REGISTER;950;10;°C;s16;0;0;0
i00951;;;;;;;;;no;Öffnungsgrad EEV (EB100);MODBUS_INPUT_REGISTER;951;1;;u16;0;0;0
i00952;;;;;;;;;no;Überhitzung Referenz EVI (EB100);MODBUS_INPUT_REGISTER;952;10;°C;s16;0;0;0
i00953;;;;;;;;;no;Überhitzung EVI (EB100);MODBUS_INPUT_REGISTER;953;10;°C;s16;0;0;0
i00954;;;;;;;;;no;EEV-ssh-error (EVI)(EB100);MODBUS_INPUT_REGISTER;954;10;°C;s16;0;0;0
i00955;;;;;;;;;no;Überhitzung Temp. Referenz (EVI)(EB100);MODBUS_INPUT_REGISTER;955;10;°C;s16;0;0;0
i00956;;;;;;;;;no;Sollwert EVI (EB100);MODBUS_INPUT_REGISTER;956;10;°C;s16;0;0;0
i00957;;;;;;;;;no;EVI PV (EB100);MODBUS_INPUT_REGISTER;957;10;°C;s16;0;0;0
i00958;;;;;;;;;no;EEV-te-error durchschnittl. geöffnet (EVI)(EB100);MODBUS_INPUT_REGISTER;958;10;°C;s16;0;0;0
i00959;;;;;;;;;no;Öffnungsgrad EVI EB100);MODBUS_INPUT_REGISTER;959;1;;u16;0;0;0
i00960;;;;;;;;;no;Windgeschwindigkeit, Wetterprognose;MODBUS_INPUT_REGISTER;960;10;;u16;0;0;0
i00961;;;;;;;;;no;Luftfeuchtigkeit, Wetterprognose;MODBUS_INPUT_REGISTER;961;10;%;u16;0;0;0
i00962;;;;;;;;;no;Temperatur, Wetterprognose;MODBUS_INPUT_REGISTER;962;10;°C;s16;0;0;0
i00963;;;;;;;;;no;Temperatur, Wetterdaten (Prognose);MODBUS_INPUT_REGISTER;963;10;°C;s16;0;0;0
i00991;;;;;;;;;no;Smart energy source, Vorrang ausgewählt in Brauchwasser;MODBUS_INPUT_REGISTER;991;1;;u8;0;0;0
i00992;;;;;;;;;no;Außenluftwärmepumpe Inverter, Grenzen;MODBUS_INPUT_REGISTER;992;1;;u8;0;0;0
i00993;;;;;;;;;no;Außenluftwärmepumpe Inverter, Geschwindigkeit nimmt ab;MODBUS_INPUT_REGISTER;993;1;;u8;0;0;0
i01008;;;;;;;;;?;Hat eine Phase (EB101);MODBUS_INPUT_REGISTER;1008;1;;u8;0;0;0
i01009;;;;;;;;;?;Serieller Index (EB101);MODBUS_INPUT_REGISTER;1009;1;;u8;0;0;0
i01011;;;;;;;;;no;Serieller Index (EB100);MODBUS_INPUT_REGISTER;1011;1;;u8;0;0;0
i01012;;;;VVM;SYS;;;;yes;Alarm inkompatibel (Wärmepumpe);MODBUS_INPUT_REGISTER;1012;1;;u16;0;0;0
i01016;;;;VVM;HZ_FBH;;;;yes;Berechneter Vorlauf Klimatisierungssystem 2;MODBUS_INPUT_REGISTER;1016;10;°C;s16;0;0;0
i01017;X;;;VVM;HZ_HK;;;;yes;Berechneter Vorlauf Klimatisierungssystem 1;MODBUS_INPUT_REGISTER;1017;10;°C;s16;0;0;0
i01018;;;;VVM;SYS;;;;yes;Frostschutz Status;MODBUS_INPUT_REGISTER;1018;1;;u16;0;0;0
i01019;;;;;;;;;no;Kühlung Status;MODBUS_INPUT_REGISTER;1019;1;;u8;0;0;0
i01025;;;;VVM;iZH;;;;yes;Gesamtbetriebszeit Zusatzheizung;MODBUS_INPUT_REGISTER;1025;10;h;s32;0;1000000;0
i01027;X;;;VVM;iZH;;;;yes;Leistung interne Zusatzheizung;MODBUS_INPUT_REGISTER;1027;100;kW;s16;0;0;0
i01028;;;;VVM;SYS;"{""10"": ""off"", ""20"": ""hot water"", ""30"": ""heat"", ""40"": ""pool"", ""60"": ""cooling"" }";;"10 - off
20 - hot water
30 - heat
40 - pool
60 - cooling";yes;Prio;MODBUS_INPUT_REGISTER;1028;1;;u8;0;0;0
i01029;X;;;VVM;iZH;;;;yes;Betriebsmodus interne Zusatzheizung;MODBUS_INPUT_REGISTER;1029;1;;u8;0;0;0
i01030;;;;;;;;;no;Betriebsmodus Mischventil Klimatisierungssystem 4;MODBUS_INPUT_REGISTER;1030;1;;u8;0;0;0
i01031;;;;;;;;;no;Betriebsmodus Mischventil Klimatisierungssystem 3;MODBUS_INPUT_REGISTER;1031;1;;u8;0;0;0
i01032;;;;VVM;HZ_FBH;"{""0"": ""inactive"", ""10"": ""off"", ""20"": ""opening"", ""30"": ""closing"" }";;"0 - inactive
10 - off
20 - opening
30 - closing";yes;Betriebsmodus Mischventil Klimatisierungssystem 2;MODBUS_INPUT_REGISTER;1032;1;;u8;0;0;0
i01033;;;;VVM;HK;;;;no;Betriebsmodus Mischventil Klimatisierungssystem 1;MODBUS_INPUT_REGISTER;1033;1;;u8;0;0;0
i01034;;;;;;;;;no;Betriebsmodus mischventilgesteuerte Zusatzheizung;MODBUS_INPUT_REGISTER;1034;1;;u8;0;0;0
i01037;;;;VVM;;;;;no;Ventilatormodus 1;MODBUS_INPUT_REGISTER;1037;1;%;u8;0;0;0
i01038;;;;VVM;BW;;;;yes;Aktueller Brauchwassermodus;MODBUS_INPUT_REGISTER;1038;1;;s8;0;0;0
i01053;;;;;;;;;no;Blockierung Kühlung;MODBUS_INPUT_REGISTER;1053;1;;u8;0;0;0
i01054;;;;;;;;;no;Externe Justierung Klimatisierungssystem 4;MODBUS_INPUT_REGISTER;1054;1;;u8;0;0;0
i01055;;;;;;;;;no;Externe Justierung Klimatisierungssystem 3;MODBUS_INPUT_REGISTER;1055;1;;u8;0;0;0
i01056;;;;;;;;;no;Externe Justierung Klimatisierungssystem 2;MODBUS_INPUT_REGISTER;1056;1;;u8;0;0;0
i01057;;;;;;;;;no;Externe Justierung Klimatisierungssystem 1;MODBUS_INPUT_REGISTER;1057;1;;u8;0;0;0
i01058;;;;VVM;SYS;"{""0"": ""off"", ""*"": ""on"" }";;;yes;Externe Blockierung;MODBUS_INPUT_REGISTER;1058;1;;u8;0;0;0
i01062;;;;VVM;;;;;no;Stufengeregelte Zusatzheizung Blockierung;MODBUS_INPUT_REGISTER;1062;1;;u8;0;0;0
i01063;;;;VVM;BW;"{""0"": ""off"", ""*"": ""on"" }";;"0 - off
1 - on";yes;Brauchwasserzirkulation (GP11);MODBUS_INPUT_REGISTER;1063;1;;u8;0;0;0
i01069;;;;VVM;BW;;;;yes;Gesamtbetriebszeit Brauchwasser ZH;MODBUS_INPUT_REGISTER;1069;10;h;s32;0;9999999;0
i01078;;;;VVM;BW;"{""0"": ""off"", ""*"": ""on"" }";;;yes;Mehr Brauchwasser Status;MODBUS_INPUT_REGISTER;1078;1;;u8;0;0;0
i01102;X;;;VVM;;;;Duplette?;?;Drehzahl Heizungsumwälzpumpe (GP1);MODBUS_INPUT_REGISTER;1102;1;%;u8;0;0;0
i01108;;;;VVM;SYS;;;sollwert =1;yes;Angeschlossene Verdichter Heizung;MODBUS_INPUT_REGISTER;1108;1;;u8;0;0;0
i01109;;;;VVM;SYS;;;sollwert =1;yes;Angeschlossene Verdichter Brauchwasser;MODBUS_INPUT_REGISTER;1109;1;;u8;0;0;0
i01110;;;;;;;;;no;Angeschlossene Verdichter Pool 1;MODBUS_INPUT_REGISTER;1110;1;;u8;0;0;0
i01115;;;;;;;;;no;Betriebsmodus stufengeregelte Zusatzheizung;MODBUS_INPUT_REGISTER;1115;1;;u8;0;0;0
i01117;;;;;;;;;no;Relaisstatus, Basisplatine (EB100-EP14);MODBUS_INPUT_REGISTER;1117;1;;u8;0;0;0
i01119;;;;;;;;;no;Relaisstatus, Elektroheizpatronenplatine (EB100-EP14);MODBUS_INPUT_REGISTER;1119;1;;u16;0;0;0
i01120;;;X;VVM;SYS;;;;yes;Aktueller Status;MODBUS_INPUT_REGISTER;1120;1;;u32;0;0;0
i01122;;;X;VVM;SYS;;;;yes;Funktionalität Wärmepumpe (EP14);MODBUS_INPUT_REGISTER;1122;1;;u32;0;0;0
